,Unnamed: 0,authorid,author,date,content
199,210,659929323418943498,_breanna_,09/24/2021 8:11 PM,now tell me!
200,211,655867288913969162,bananaabread,09/24/2021 8:12 PM,ITS A POP IT
201,212,659929323418943498,_breanna_,09/24/2021 8:12 PM,A WHAT?!
202,213,655867288913969162,bananaabread,09/24/2021 8:13 PM,PH MY GOD DISCORD WONT LET ME SEND VIDEOS
203,214,655867288913969162,bananaabread,09/24/2021 8:14 PM,IMMA MESSAGE YOU WHAT IT IS
204,215,659929323418943498,_breanna_,09/24/2021 8:14 PM,LOL OKAY
205,216,659929323418943498,_breanna_,09/24/2021 8:16 PM,Oh I seeeee noooow
206,217,659929323418943498,_breanna_,09/24/2021 8:16 PM,thank you
207,218,659929323418943498,_breanna_,09/24/2021 8:16 PM,i've never head of that before
208,219,659929323418943498,_breanna_,09/24/2021 8:16 PM,😂
209,220,655867288913969162,bananaabread,09/24/2021 8:16 PM,Yeah it’s pretty cool or whateva
210,221,659929323418943498,_breanna_,09/24/2021 8:17 PM,yeah or whateva! well i hope that you have fun with it. that's pretty cool!
211,222,655867288913969162,bananaabread,09/24/2021 8:17 PM,"YES, ALSO WHEN CAN WE WATH MORE PERSONA 5"
212,223,659929323418943498,_breanna_,09/24/2021 8:18 PM,i'm not free til sunday!
213,224,655867288913969162,bananaabread,09/24/2021 8:18 PM,WHAT TIME
214,225,659929323418943498,_breanna_,09/24/2021 8:18 PM,6:30
215,226,655867288913969162,bananaabread,09/24/2021 8:18 PM,OK
216,227,655867288913969162,bananaabread,09/24/2021 8:19 PM,I’ll be ready brena 😈😈😈
217,228,659929323418943498,_breanna_,09/24/2021 8:19 PM,good to hear lexy bexy pexy wexy nexy
218,229,655867288913969162,bananaabread,09/24/2021 8:19 PM,LMAOO
219,230,655867288913969162,bananaabread,09/24/2021 8:19 PM,Ok banana
220,231,659929323418943498,_breanna_,09/24/2021 8:19 PM,: )
221,232,655867288913969162,bananaabread,09/26/2021 6:28 PM,6:30 is approaching brena
222,233,659929323418943498,_breanna_,09/26/2021 6:30 PM,"okay, just give me a sec to get off a zoom call"
223,234,659929323418943498,_breanna_,09/26/2021 6:30 PM,with my professor
224,235,655867288913969162,bananaabread,09/26/2021 6:30 PM,Ok
225,236,659929323418943498,_breanna_,09/26/2021 6:44 PM,can i call you
226,237,655867288913969162,bananaabread,09/26/2021 6:44 PM,So
227,238,655867288913969162,bananaabread,09/26/2021 6:44 PM,SI
228,241,655867288913969162,bananaabread,10/02/2021 9:11 PM,BREANNA I GOT A C ON MY MATH QUIZ
229,242,659929323418943498,_breanna_,10/02/2021 9:13 PM,oh no sweetie! it's okay! I got Cs on math quizzes all the time when I was in 7th grade
230,243,659929323418943498,_breanna_,10/02/2021 9:13 PM,it happens
231,244,659929323418943498,_breanna_,10/02/2021 9:13 PM,and you'll have more chances!
232,245,655867288913969162,bananaabread,10/02/2021 9:13 PM,Ok but I’m scaredddd 😭😭
233,246,659929323418943498,_breanna_,10/02/2021 9:13 PM,"lmao, not everyone failing. it must've been hard"
234,247,655867288913969162,bananaabread,10/02/2021 9:13 PM,IT WAS
235,248,659929323418943498,_breanna_,10/02/2021 9:13 PM,oh no!  why are you scared?
236,249,655867288913969162,bananaabread,10/02/2021 9:13 PM,BECAUSE DADS GONNA FIND OUT
237,250,659929323418943498,_breanna_,10/02/2021 9:15 PM,I know he can be very annoying with that kind of stuff! what you can do is tell him you tried your best and that you're going after school to go over the things that you got wrong and that it was a very hard quiz
238,251,655867288913969162,bananaabread,10/02/2021 9:15 PM,Aww ok
239,252,659929323418943498,_breanna_,10/02/2021 9:15 PM,"also tell him that it's okay, you'll get better at it and breanna got c's and even d's on her quizzes all the time in middle school"
240,253,659929323418943498,_breanna_,10/02/2021 9:15 PM,and that's true. not even a lie
241,254,659929323418943498,_breanna_,10/02/2021 9:15 PM,and im doing just fine
242,255,659929323418943498,_breanna_,10/02/2021 9:15 PM,it happens
243,256,655867288913969162,bananaabread,10/02/2021 9:15 PM,OK I WILL
244,257,659929323418943498,_breanna_,10/02/2021 9:15 PM,is there anything that i can do to help?
245,258,655867288913969162,bananaabread,10/02/2021 9:15 PM,Noo it’s ok
246,259,659929323418943498,_breanna_,10/02/2021 9:16 PM,"okay, but let me know if anything comes to mind! lmao, why is your friend named suitcase in your phone XD"
247,260,655867288913969162,bananaabread,10/02/2021 9:16 PM,BECAUSE HER CASE FOR HER INSTRUMENT LOOKS LIKE A SUITCASE
248,261,659929323418943498,_breanna_,10/02/2021 9:18 PM,"LOL okay that's fair! but really, don't stress. dad gets too irritable about these kinds of things, but he'll get over it. make sure to go over what you got wrong though if you can either with the teacher or after school or something. I know that you're incredibly smart and capable. again, i got way worse grades all the time and my life is still fine. You can do it! ❤️"
249,262,655867288913969162,bananaabread,10/02/2021 9:19 PM,AWWW THANK YOU
250,263,655867288913969162,bananaabread,10/02/2021 9:19 PM,ILY
251,264,655867288913969162,bananaabread,10/02/2021 9:19 PM,💗💗💗
252,265,659929323418943498,_breanna_,10/02/2021 9:20 PM,ILY TOO!!!
253,266,655867288913969162,bananaabread,10/03/2021 12:53 AM,NOT DANIELLE GETTING A F TOO
254,267,655867288913969162,bananaabread,10/03/2021 12:53 AM,I HOPE SHE LETS US RETAKE IT BECAUSE WE ALL DID BAD
255,268,659929323418943498,_breanna_,10/03/2021 12:54 AM,NOOOOO LOL I hope so too cuz it’s def the teacher’s fault if a lot of people didnt do well
256,269,655867288913969162,bananaabread,10/03/2021 12:54 AM,YESH
257,270,659929323418943498,_breanna_,10/03/2021 12:54 AM,Do you like your teacher?
258,271,655867288913969162,bananaabread,10/03/2021 12:55 AM,SHES OK BUT EVERYTHING SHE SAYS GOES IN ONE EAR OUT THE OTHER
259,272,659929323418943498,_breanna_,10/03/2021 12:55 AM,Oh noooo I’m so sorry! I hate having classes/teachers like that
260,273,655867288913969162,bananaabread,10/03/2021 12:56 AM,YEAHH BUT THEN AGAIN SHE LETS US PLAY KAHOOT SOOO
261,274,659929323418943498,_breanna_,10/03/2021 12:56 AM,LOOOOLLLL
262,275,659929323418943498,_breanna_,10/03/2021 12:57 AM,i guess there are pros and cons to everything lol
263,276,655867288913969162,bananaabread,10/03/2021 12:57 AM,Yea
264,277,659929323418943498,_breanna_,10/03/2021 12:57 AM,I believe in you! ❤️
265,278,655867288913969162,bananaabread,10/03/2021 12:57 AM,Thank you I believe that you can succeed in your classes too
266,279,659929323418943498,_breanna_,10/03/2021 12:58 AM,Thank you so much! 🥺 Goodnight darling!
267,280,655867288913969162,bananaabread,10/03/2021 12:58 AM,GOODNIGHTT
268,281,655867288913969162,bananaabread,10/09/2021 2:05 AM,What would you do if when you ok so he said yes would go
269,282,659929323418943498,_breanna_,10/09/2021 2:23 AM,are you even speaking english
270,283,655867288913969162,bananaabread,10/10/2021 7:24 PM,"Dear sister, what art thee losing thy mind about"
271,284,655867288913969162,bananaabread,10/10/2021 7:29 PM,Answer mine discord message distemperate blinking idiot
272,285,659929323418943498,_breanna_,10/10/2021 7:30 PM,"that's a very creative insult, thank you ❤️"
273,286,655867288913969162,bananaabread,10/10/2021 7:30 PM,Thee Maury crusty and dusty be it
274,287,655867288913969162,bananaabread,10/10/2021 7:30 PM,I MEANT TO TYPE MUSTY
275,288,659929323418943498,_breanna_,10/10/2021 7:31 PM,lmaoooo
276,289,659929323418943498,_breanna_,10/10/2021 7:31 PM,I just have a lot of work and job applications on my plate rn so i'm stressed
277,290,655867288913969162,bananaabread,10/10/2021 7:31 PM,Don’t you already have a job
278,291,659929323418943498,_breanna_,10/10/2021 7:31 PM,no : (
279,292,659929323418943498,_breanna_,10/10/2021 7:31 PM,what is my job?
280,293,655867288913969162,bananaabread,10/10/2021 7:32 PM,Idk
281,294,659929323418943498,_breanna_,10/10/2021 7:32 PM,exactly
282,295,655867288913969162,bananaabread,10/10/2021 7:33 PM,"Don’t be stresseth sister, when thee receiveth home thee can play smasheth bros and not hast to worry about jobs"
283,296,659929323418943498,_breanna_,10/10/2021 7:33 PM,thank you my dear
284,297,659929323418943498,_breanna_,10/10/2021 7:33 PM,but until then
285,298,659929323418943498,_breanna_,10/10/2021 7:33 PM,i must grind
286,299,655867288913969162,bananaabread,10/10/2021 7:33 PM,Grindeth
287,300,659929323418943498,_breanna_,10/10/2021 7:34 PM,"exactly, you little munchkin"
288,301,655867288913969162,bananaabread,10/10/2021 7:34 PM,I loveth thee too
289,302,659929323418943498,_breanna_,10/10/2021 7:34 PM,love you! ❤️
290,303,655867288913969162,bananaabread,10/10/2021 7:34 PM,💗💗💗
291,304,655867288913969162,bananaabread,10/11/2021 3:01 PM,THERE WAS A FIGHT ON MY FRIENDS BUS AND THE PERSON RECORDING ACTUALLY DID GOOD
292,305,655867288913969162,bananaabread,10/11/2021 3:02 PM,OH MY GOD THE WAY THE BYS DRIVER HAD TO SEPARATE THEM
293,306,659929323418943498,_breanna_,10/11/2021 3:02 PM,NOT THE WAY THE DUDE SAT BACK DOWN LIKE NOTHING HAPPENED
294,307,659929323418943498,_breanna_,10/11/2021 3:02 PM,lollllll
295,308,655867288913969162,bananaabread,10/11/2021 3:02 PM,LMAOOO
296,309,659929323418943498,_breanna_,10/11/2021 3:02 PM,was this today?
297,310,655867288913969162,bananaabread,10/11/2021 3:02 PM,THIS WAS LIKE FRIDAY BUT I JUST GOT THE VIDEO
298,311,659929323418943498,_breanna_,10/11/2021 3:02 PM,oh woooooowww
299,312,659929323418943498,_breanna_,10/11/2021 3:03 PM,i never seen a fight video so clearly bbefore
300,313,655867288913969162,bananaabread,10/11/2021 3:03 PM,SAME
301,314,659929323418943498,_breanna_,10/11/2021 3:03 PM,LMAOOOO
302,315,659929323418943498,_breanna_,10/11/2021 3:03 PM,thank you for sharing
303,316,655867288913969162,bananaabread,10/11/2021 3:03 PM,YW
304,317,655867288913969162,bananaabread,10/15/2021 10:57 AM,Hello
305,318,659929323418943498,_breanna_,10/15/2021 12:10 PM,Hi Alexa and Alexa’s friend! 😊
306,319,655867288913969162,bananaabread,10/21/2021 6:38 PM,Can we watch persona 5 this weekend pls pls pls
307,320,655867288913969162,bananaabread,10/21/2021 6:47 PM,WHY DO YOU TAKE SO LONG TO RESPOND GIRLIE
308,321,659929323418943498,_breanna_,10/21/2021 8:10 PM,"Hello dear. Okay, we can watch this weekend 👀❤️"
309,322,655867288913969162,bananaabread,10/21/2021 8:10 PM,YAYYYYY
310,323,659929323418943498,_breanna_,10/23/2021 6:01 PM,Persona 5 tomorrow evening?
311,324,655867288913969162,bananaabread,10/23/2021 6:01 PM,YES
312,325,655867288913969162,bananaabread,10/23/2021 6:01 PM,WAIT WHAT TIME
313,326,659929323418943498,_breanna_,10/23/2021 6:01 PM,when are you free?
314,327,655867288913969162,bananaabread,10/23/2021 6:02 PM,I’m always free 😫
315,328,659929323418943498,_breanna_,10/23/2021 6:02 PM,lollll you aint got homework?
316,329,655867288913969162,bananaabread,10/23/2021 6:02 PM,Nope
317,330,659929323418943498,_breanna_,10/23/2021 6:02 PM,aight
