AuthorID,Author,Date,Content,Attachments,Reactions
"655867288913969162","bananaabread","09/11/2021 10:53 PM","Answer me or your racist","",""
"659929323418943498","_breanna_","09/11/2021 10:54 PM","👀","",""
"659929323418943498","_breanna_","09/11/2021 10:55 PM","Hiyaaa","",""
"655867288913969162","bananaabread","09/12/2021 10:24 PM","hello","",""
"655867288913969162","bananaabread","09/12/2021 10:24 PM","Brena","",""
"655867288913969162","bananaabread","09/12/2021 10:24 PM","GUESS WHAT HAPPEND IN SCHOOL","",""
"659929323418943498","_breanna_","09/12/2021 10:24 PM","what happened??","",""
"655867288913969162","bananaabread","09/12/2021 10:24 PM","Ok so y know how people use the same computers in school","",""
"659929323418943498","_breanna_","09/12/2021 10:24 PM","yes, I know!","",""
"655867288913969162","bananaabread","09/12/2021 10:25 PM","So someone forgot to log out of their chromebook","",""
"655867288913969162","bananaabread","09/12/2021 10:25 PM","And another person used it, went onto the account that wasn’t logged out","",""
"655867288913969162","bananaabread","09/12/2021 10:25 PM","And said in a Google classroom","",""
"655867288913969162","bananaabread","09/12/2021 10:25 PM","IMMA CUSS OKAY","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","DONT TELL NOBODY","",""
"659929323418943498","_breanna_","09/12/2021 10:26 PM","OKAY","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","they said fuck all you botched in this class","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","BITCHES","",""
"659929323418943498","_breanna_","09/12/2021 10:26 PM","OH NOOOOOOOOOO","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","YES","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","AND IT WASNT ON THEIR ACCOUNT","",""
"659929323418943498","_breanna_","09/12/2021 10:26 PM","in the google classroom for the teacher to see too?","",""
"655867288913969162","bananaabread","09/12/2021 10:26 PM","YES","",""
"659929323418943498","_breanna_","09/12/2021 10:26 PM","that's terrible!!","",""
"659929323418943498","_breanna_","09/12/2021 10:26 PM","that kid will probably get in trouble!","",""
"655867288913969162","bananaabread","09/12/2021 10:27 PM","YES ITS CRAZY","",""
"659929323418943498","_breanna_","09/12/2021 10:27 PM","how do you know about it?","",""
"655867288913969162","bananaabread","09/12/2021 10:27 PM","My friend told me","",""
"659929323418943498","_breanna_","09/12/2021 10:27 PM","Oh WOW! Well, that's a reminder to always log out of your account in school, Alexa lol","",""
"655867288913969162","bananaabread","09/12/2021 10:28 PM","YES AND THEN THE TEACHERS STARTED SAYING “Make sure you log out when your done using the computers”","",""
"659929323418943498","_breanna_","09/12/2021 10:28 PM","LOLOLOL","",""
"659929323418943498","_breanna_","09/12/2021 10:28 PM","how awkward","",""
"655867288913969162","bananaabread","09/12/2021 10:28 PM","ITS KINDA FUNNY THO","",""
"659929323418943498","_breanna_","09/12/2021 10:28 PM","if I was that kid, I would transfer school out of embarrassment","",""
"655867288913969162","bananaabread","09/12/2021 10:28 PM","Samee","",""
"659929323418943498","_breanna_","09/12/2021 10:28 PM","it's funny yeah lol","",""
"659929323418943498","_breanna_","09/12/2021 10:28 PM","be careful in these streets bro","",""
"655867288913969162","bananaabread","09/12/2021 10:29 PM","OKAY I HAVE TO GO TO BED IM GONNA GET IN TROUBLE BECAUSE TOMORROWS MONDAY","",""
"659929323418943498","_breanna_","09/12/2021 10:29 PM","LOL, OKAY, GOODNIGHT DARLING","",""
"655867288913969162","bananaabread","09/12/2021 10:29 PM","GOODNIGHT","",""
"659929323418943498","_breanna_","09/12/2021 10:29 PM","have a good day at school tomorrow! Love you!","",""
"655867288913969162","bananaabread","09/12/2021 10:29 PM","ILYT","",""
"659929323418943498","_breanna_","09/12/2021 10:29 PM","❤️","",""
"655867288913969162","bananaabread","09/17/2021 6:18 PM","Do you wanna watch persona 😫😫😫","",""
"659929323418943498","_breanna_","09/17/2021 6:18 PM","Yes! But I'm in a call rn! I can text you when I'm off the call","",""
"655867288913969162","bananaabread","09/17/2021 6:19 PM","Okay text me when you ready","",""
"659929323418943498","_breanna_","09/17/2021 8:14 PM","just got off the call","",""
"655867288913969162","bananaabread","09/17/2021 8:14 PM","WHY SO LATE","",""
"659929323418943498","_breanna_","09/17/2021 8:14 PM","IM SORRY there was a lot to talk about","",""
"655867288913969162","bananaabread","09/17/2021 8:14 PM","What were you guys talking about 😮😮😮","",""
"659929323418943498","_breanna_","09/17/2021 8:15 PM","talking about school life. my friend is applying to be a doctor so she was telling me about that","",""
"655867288913969162","bananaabread","09/17/2021 8:15 PM","Ooohhhh ok","",""
"655867288913969162","bananaabread","09/17/2021 8:15 PM","Do you still wanna watch persona 5","",""
"659929323418943498","_breanna_","09/17/2021 8:16 PM","I can - but I still have to make dinner so I'll probably have to be on mute for the majority of the call. I would still be listening though. Do you still wanna watch? It's okay if you wanna do another time","",""
"655867288913969162","bananaabread","09/17/2021 8:16 PM","OF COURSE I STILL WANNA WATCH DUH","",""
"659929323418943498","_breanna_","09/17/2021 8:16 PM","I DON'T KNOW MAYBE YOU WERE TIRED OR SOMETHING","",""
"659929323418943498","_breanna_","09/17/2021 8:16 PM","but okay. i'll be muted though","",""
"659929323418943498","_breanna_","09/17/2021 8:16 PM","is that okay","",""
"655867288913969162","bananaabread","09/17/2021 8:17 PM","Ye that’s okay","",""
"659929323418943498","_breanna_","09/17/2021 8:17 PM","ok. i'll call","",""
"659929323418943498","_breanna_","09/17/2021 8:17 PM","Started a call that lasted 82 minutes.","",""
"659929323418943498","_breanna_","09/17/2021 8:21 PM","Lol","",""
"659929323418943498","_breanna_","09/17/2021 8:21 PM","Your commentary is so good","",""
"659929323418943498","_breanna_","09/17/2021 8:27 PM","You right","",""
"659929323418943498","_breanna_","09/17/2021 8:32 PM","Same","",""
"659929323418943498","_breanna_","09/17/2021 8:38 PM","Youre spittin the truth","",""
"659929323418943498","_breanna_","09/17/2021 9:08 PM","You’re hilarious","",""
"659929323418943498","_breanna_","09/17/2021 9:15 PM","LOLLL","",""
"655867288913969162","bananaabread","09/17/2021 9:28 PM","","https://cdn.discordapp.com/attachments/879859402872606770/888597200161099786/image0.png",""
"659929323418943498","_breanna_","09/18/2021 12:34 AM","Pinned a message.","",""
"655867288913969162","bananaabread","09/24/2021 8:02 PM","BREANNA","",""
"655867288913969162","bananaabread","09/24/2021 8:03 PM","ANSWERRR","",""
"659929323418943498","_breanna_","09/24/2021 8:06 PM","huh","",""
"655867288913969162","bananaabread","09/24/2021 8:06 PM","Omg you responded","",""
"655867288913969162","bananaabread","09/24/2021 8:06 PM","THE 8th GRADERS AT ROOSEVELT BE THROWING HANDS","",""
"655867288913969162","bananaabread","09/24/2021 8:07 PM","LOOK","",""
"655867288913969162","bananaabread","09/24/2021 8:07 PM","","https://cdn.discordapp.com/attachments/879859402872606770/891113542558830602/video0.mp4",""
"659929323418943498","_breanna_","09/24/2021 8:07 PM","LMAOOOOOO","",""
"659929323418943498","_breanna_","09/24/2021 8:08 PM","school just started, what beef could they possibly have ALREADY? 😂","",""
"655867288913969162","bananaabread","09/24/2021 8:08 PM","IKR","",""
"659929323418943498","_breanna_","09/24/2021 8:08 PM","that's hilarious","",""
"659929323418943498","_breanna_","09/24/2021 8:08 PM","how's school going for you","",""
"655867288913969162","bananaabread","09/24/2021 8:08 PM","DO YOU KNOW WHAT A DEVIOUS LICK IS","",""
"659929323418943498","_breanna_","09/24/2021 8:09 PM","no but i've heard of it","",""
"655867288913969162","bananaabread","09/24/2021 8:09 PM","ITS WHEN PEOPLE STEAL FROM SCHOOL","",""
"655867288913969162","bananaabread","09/24/2021 8:09 PM","SOMEONE DID IT AND GOT CAUGHT","",""
"659929323418943498","_breanna_","09/24/2021 8:09 PM","what did they try to steal???","",""
"655867288913969162","bananaabread","09/24/2021 8:09 PM","SOAP FROM THE BOYS BATHROOM","",""
"659929323418943498","_breanna_","09/24/2021 8:09 PM","LOOOOLLL","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","what the actual heck","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","nah, y'all are goofy","",""
"655867288913969162","bananaabread","09/24/2021 8:10 PM","LOLLL","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","i'm glad they got caught XD","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","is school okay otherwise for you?","",""
"655867288913969162","bananaabread","09/24/2021 8:10 PM","YES","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","that's good to hear! keep up the good work","",""
"659929323418943498","_breanna_","09/24/2021 8:10 PM","and the memes","",""
"655867288913969162","bananaabread","09/24/2021 8:11 PM","LOOK WHAT MY SCIENCE TEACHER GAVE YS","https://cdn.discordapp.com/attachments/879859402872606770/891114579306876958/image0.jpg",""
"655867288913969162","bananaabread","09/24/2021 8:11 PM","US","",""
"659929323418943498","_breanna_","09/24/2021 8:11 PM","😮","",""
"659929323418943498","_breanna_","09/24/2021 8:11 PM","what is that?!","",""
"655867288913969162","bananaabread","09/24/2021 8:11 PM","How do you not know what that is 🙄🙄🙄","",""
"655867288913969162","bananaabread","09/24/2021 8:11 PM","Uncultured 🙄🙄😒😒","",""
"659929323418943498","_breanna_","09/24/2021 8:11 PM","true","",""
"659929323418943498","_breanna_","09/24/2021 8:11 PM","now tell me!","",""
"655867288913969162","bananaabread","09/24/2021 8:12 PM","ITS A POP IT","",""
"659929323418943498","_breanna_","09/24/2021 8:12 PM","A WHAT?!","",""
"655867288913969162","bananaabread","09/24/2021 8:13 PM","PH MY GOD DISCORD WONT LET ME SEND VIDEOS","",""
"655867288913969162","bananaabread","09/24/2021 8:14 PM","IMMA MESSAGE YOU WHAT IT IS","",""
"659929323418943498","_breanna_","09/24/2021 8:14 PM","LOL OKAY","",""
"659929323418943498","_breanna_","09/24/2021 8:16 PM","Oh I seeeee noooow","",""
"659929323418943498","_breanna_","09/24/2021 8:16 PM","thank you","",""
"659929323418943498","_breanna_","09/24/2021 8:16 PM","i've never head of that before","",""
"659929323418943498","_breanna_","09/24/2021 8:16 PM","😂","",""
"655867288913969162","bananaabread","09/24/2021 8:16 PM","Yeah it’s pretty cool or whateva","",""
"659929323418943498","_breanna_","09/24/2021 8:17 PM","yeah or whateva! well i hope that you have fun with it. that's pretty cool!","",""
"655867288913969162","bananaabread","09/24/2021 8:17 PM","YES, ALSO WHEN CAN WE WATH MORE PERSONA 5","",""
"659929323418943498","_breanna_","09/24/2021 8:18 PM","i'm not free til sunday!","",""
"655867288913969162","bananaabread","09/24/2021 8:18 PM","WHAT TIME","",""
"659929323418943498","_breanna_","09/24/2021 8:18 PM","6:30","",""
"655867288913969162","bananaabread","09/24/2021 8:18 PM","OK","",""
"655867288913969162","bananaabread","09/24/2021 8:19 PM","I’ll be ready brena 😈😈😈","",""
"659929323418943498","_breanna_","09/24/2021 8:19 PM","good to hear lexy bexy pexy wexy nexy","",""
"655867288913969162","bananaabread","09/24/2021 8:19 PM","LMAOO","",""
"655867288913969162","bananaabread","09/24/2021 8:19 PM","Ok banana","",""
"659929323418943498","_breanna_","09/24/2021 8:19 PM",": )","",""
"655867288913969162","bananaabread","09/26/2021 6:28 PM","6:30 is approaching brena","",""
"659929323418943498","_breanna_","09/26/2021 6:30 PM","okay, just give me a sec to get off a zoom call","",""
"659929323418943498","_breanna_","09/26/2021 6:30 PM","with my professor","",""
"655867288913969162","bananaabread","09/26/2021 6:30 PM","Ok","",""
"659929323418943498","_breanna_","09/26/2021 6:44 PM","can i call you","",""
"655867288913969162","bananaabread","09/26/2021 6:44 PM","So","",""
"655867288913969162","bananaabread","09/26/2021 6:44 PM","SI","",""
"659929323418943498","_breanna_","09/26/2021 6:44 PM","Started a call that lasted 96 minutes.","",""
"655867288913969162","bananaabread","09/26/2021 6:47 PM","","https://cdn.discordapp.com/attachments/879859402872606770/891818372046671902/image0.jpg",""
"655867288913969162","bananaabread","10/02/2021 9:11 PM","BREANNA I GOT A C ON MY MATH QUIZ","https://cdn.discordapp.com/attachments/879859402872606770/894028853289287680/image0.png,https://cdn.discordapp.com/attachments/879859402872606770/894028853561933884/image1.png,https://cdn.discordapp.com/attachments/879859402872606770/894028853863940106/image2.png",""
"659929323418943498","_breanna_","10/02/2021 9:13 PM","oh no sweetie! it's okay! I got Cs on math quizzes all the time when I was in 7th grade","",""
"659929323418943498","_breanna_","10/02/2021 9:13 PM","it happens","",""
"659929323418943498","_breanna_","10/02/2021 9:13 PM","and you'll have more chances!","",""
"655867288913969162","bananaabread","10/02/2021 9:13 PM","Ok but I’m scaredddd 😭😭","",""
"659929323418943498","_breanna_","10/02/2021 9:13 PM","lmao, not everyone failing. it must've been hard","",""
"655867288913969162","bananaabread","10/02/2021 9:13 PM","IT WAS","",""
"659929323418943498","_breanna_","10/02/2021 9:13 PM","oh no!  why are you scared?","",""
"655867288913969162","bananaabread","10/02/2021 9:13 PM","BECAUSE DADS GONNA FIND OUT","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","I know he can be very annoying with that kind of stuff! what you can do is tell him you tried your best and that you're going after school to go over the things that you got wrong and that it was a very hard quiz","",""
"655867288913969162","bananaabread","10/02/2021 9:15 PM","Aww ok","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","also tell him that it's okay, you'll get better at it and breanna got c's and even d's on her quizzes all the time in middle school","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","and that's true. not even a lie","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","and im doing just fine","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","it happens","",""
"655867288913969162","bananaabread","10/02/2021 9:15 PM","OK I WILL","",""
"659929323418943498","_breanna_","10/02/2021 9:15 PM","is there anything that i can do to help?","",""
"655867288913969162","bananaabread","10/02/2021 9:15 PM","Noo it’s ok","",""
"659929323418943498","_breanna_","10/02/2021 9:16 PM","okay, but let me know if anything comes to mind! lmao, why is your friend named suitcase in your phone XD","",""
"655867288913969162","bananaabread","10/02/2021 9:16 PM","BECAUSE HER CASE FOR HER INSTRUMENT LOOKS LIKE A SUITCASE","",""
"659929323418943498","_breanna_","10/02/2021 9:18 PM","LOL okay that's fair! but really, don't stress. dad gets too irritable about these kinds of things, but he'll get over it. make sure to go over what you got wrong though if you can either with the teacher or after school or something. I know that you're incredibly smart and capable. again, i got way worse grades all the time and my life is still fine. You can do it! ❤️","",""
"655867288913969162","bananaabread","10/02/2021 9:19 PM","AWWW THANK YOU","",""
"655867288913969162","bananaabread","10/02/2021 9:19 PM","ILY","",""
"655867288913969162","bananaabread","10/02/2021 9:19 PM","💗💗💗","",""
"659929323418943498","_breanna_","10/02/2021 9:20 PM","ILY TOO!!!","",""
"655867288913969162","bananaabread","10/03/2021 12:53 AM","NOT DANIELLE GETTING A F TOO","https://cdn.discordapp.com/attachments/879859402872606770/894084724732076052/image0.png",""
"655867288913969162","bananaabread","10/03/2021 12:53 AM","I HOPE SHE LETS US RETAKE IT BECAUSE WE ALL DID BAD","",""
"659929323418943498","_breanna_","10/03/2021 12:54 AM","NOOOOO LOL I hope so too cuz it’s def the teacher’s fault if a lot of people didnt do well","",""
"655867288913969162","bananaabread","10/03/2021 12:54 AM","YESH","",""
"659929323418943498","_breanna_","10/03/2021 12:54 AM","Do you like your teacher?","",""
"655867288913969162","bananaabread","10/03/2021 12:55 AM","SHES OK BUT EVERYTHING SHE SAYS GOES IN ONE EAR OUT THE OTHER","",""
"659929323418943498","_breanna_","10/03/2021 12:55 AM","Oh noooo I’m so sorry! I hate having classes/teachers like that","",""
"655867288913969162","bananaabread","10/03/2021 12:56 AM","YEAHH BUT THEN AGAIN SHE LETS US PLAY KAHOOT SOOO","",""
"659929323418943498","_breanna_","10/03/2021 12:56 AM","LOOOOLLLL","",""
"659929323418943498","_breanna_","10/03/2021 12:57 AM","i guess there are pros and cons to everything lol","",""
"655867288913969162","bananaabread","10/03/2021 12:57 AM","Yea","",""
"659929323418943498","_breanna_","10/03/2021 12:57 AM","I believe in you! ❤️","",""
"655867288913969162","bananaabread","10/03/2021 12:57 AM","Thank you I believe that you can succeed in your classes too","",""
"659929323418943498","_breanna_","10/03/2021 12:58 AM","Thank you so much! 🥺 Goodnight darling!","",""
"655867288913969162","bananaabread","10/03/2021 12:58 AM","GOODNIGHTT","",""
"655867288913969162","bananaabread","10/09/2021 2:05 AM","What would you do if when you ok so he said yes would go","",""
"659929323418943498","_breanna_","10/09/2021 2:23 AM","are you even speaking english","",""
"655867288913969162","bananaabread","10/10/2021 7:24 PM","Dear sister, what art thee losing thy mind about","",""
"655867288913969162","bananaabread","10/10/2021 7:29 PM","Answer mine discord message distemperate blinking idiot","",""
"659929323418943498","_breanna_","10/10/2021 7:30 PM","that's a very creative insult, thank you ❤️","",""
"655867288913969162","bananaabread","10/10/2021 7:30 PM","Thee Maury crusty and dusty be it","",""
"655867288913969162","bananaabread","10/10/2021 7:30 PM","I MEANT TO TYPE MUSTY","",""
"659929323418943498","_breanna_","10/10/2021 7:31 PM","lmaoooo","",""
"659929323418943498","_breanna_","10/10/2021 7:31 PM","I just have a lot of work and job applications on my plate rn so i'm stressed","",""
"655867288913969162","bananaabread","10/10/2021 7:31 PM","Don’t you already have a job","",""
"659929323418943498","_breanna_","10/10/2021 7:31 PM","no : (","",""
"659929323418943498","_breanna_","10/10/2021 7:31 PM","what is my job?","",""
"655867288913969162","bananaabread","10/10/2021 7:32 PM","Idk","",""
"659929323418943498","_breanna_","10/10/2021 7:32 PM","exactly","",""
"655867288913969162","bananaabread","10/10/2021 7:33 PM","Don’t be stresseth sister, when thee receiveth home thee can play smasheth bros and not hast to worry about jobs","",""
"659929323418943498","_breanna_","10/10/2021 7:33 PM","thank you my dear","",""
"659929323418943498","_breanna_","10/10/2021 7:33 PM","but until then","",""
"659929323418943498","_breanna_","10/10/2021 7:33 PM","i must grind","",""
"655867288913969162","bananaabread","10/10/2021 7:33 PM","Grindeth","",""
"659929323418943498","_breanna_","10/10/2021 7:34 PM","exactly, you little munchkin","",""
"655867288913969162","bananaabread","10/10/2021 7:34 PM","I loveth thee too","",""
"659929323418943498","_breanna_","10/10/2021 7:34 PM","love you! ❤️","",""
"655867288913969162","bananaabread","10/10/2021 7:34 PM","💗💗💗","",""
"655867288913969162","bananaabread","10/11/2021 3:01 PM","THERE WAS A FIGHT ON MY FRIENDS BUS AND THE PERSON RECORDING ACTUALLY DID GOOD","https://cdn.discordapp.com/attachments/879859402872606770/897197199098806324/video0.mov",""
