,words,tf,idf,tfidf,spam
649,pep,1.0,,,0
650,rally,1.0,,,0
651,input,2.0,,,0
652,idek,1.0,,,0
653,😙😙,1.0,,,0
654,😒😒,1.0,,,0
655,habla,2.0,,,0
656,ingles,2.0,,,0
657,el,1.0,,,0
658,hombre,1.0,,,0
659,del,1.0,,,0
660,saco,1.0,,,0
661,está,1.0,,,0
662,detrás,1.0,,,0
663,de,1.0,,,0
664,ti,2.0,,,0
665,responder,1.0,,,0
666,por,3.0,,,0
667,que,4.0,,,0
668,¿sabías,1.0,,,0
669,amo,2.0,,,0
670,dazai?,1.0,,,0
671,te,1.0,,,0
672,sentimiento:,1.0,,,0
673,aburrida,1.0,,,0
674,😐😐😔😔,1.0,,,0
675,record,1.0,,,0
676,silence,1.0,,,0
677,listen,1.0,,,0
678,noisy,1.0,,,0
679,tickle,1.0,,,0
680,booty,1.0,,,0
681,explanation,1.0,,,0
682,needed,1.0,,,0
683,hmmmm,1.0,,,0
684,hmmmmmm,1.0,,,0
685,neow,1.0,,,0
686,brëna,1.0,,,0
687,@breanna,2.0,,,0
688,extremely,1.0,,,0
689,devastating,1.0,,,0
690,promise,2.0,,,0
691,cry,1.0,,,0
692,😏,2.0,,,0
693,king,1.0,,,0
694,sized,1.0,,,0
695,kit,1.0,,,0
696,kat,1.0,,,0
697,perfect,1.0,,,0
698,moment,1.0,,,0
699,kayla,1.0,,,0
700,😭😭😐😐,1.0,,,0
701,peice,1.0,,,0
702,anyway,1.0,,,0
703,maybe,1.0,,,0
704,shesalal,1.0,,,0
705,alallalagehe,1.0,,,0
706,😔😔,2.0,,,0
707,rip,1.0,,,0
708,brennaa,1.0,,,0
709,ik,1.0,,,0
710,nino,1.0,,,0
711,weym,1.0,,,0
712,english,3.0,,,0
713,link,1.0,,,0
714,scared,1.0,,,0
715,shush,1.0,,,0
716,sound,2.0,,,0
717,normal,1.0,,,0
718,ig,1.0,,,0
719,poster,2.0,,,0
720,wake,2.0,,,0
721,wdym,2.0,,,0
722,pasta,1.0,,,0
723,everyday,1.0,,,0
724,practice,1.0,,,0
725,drama,1.0,,,0
726,worked,1.0,,,0
727,anniversary,1.0,,,0
728,rizz,1.0,,,0
729,mid,1.0,,,0
730,evil,1.0,,,0
731,gi,1.0,,,0
732,lowkey,1.0,,,0
733,malificent,1.0,,,0
734,replacing,1.0,,,0
735,charcater,1.0,,,0
736,maleificant,1.0,,,0
737,changed,1.0,,,0
738,realized,1.0,,,0
739,potential,1.0,,,0
740,probably,1.0,,,0
741,fairy,1.0,,,0
742,godmother,1.0,,,0
743,daughter,1.0,,,0
744,😘,3.0,,,0
745,traitor,1.0,,,0
746,lowk,1.0,,,0
747,hungry,1.0,,,0
748,cutely,1.0,,,0
749,phonecall,1.0,,,0
750,acting,1.0,,,0
751,pee,2.0,,,0
752,upp,1.0,,,0
753,playing,2.0,,,0
754,ay,2.0,,,0
755,cat,1.0,,,0
756,chance,1.0,,,0
757,leg,1.0,,,0
758,vibrating,1.0,,,0
759,uhhh,1.0,,,0
760,heartbroken,1.0,,,0
761,yesterday,1.0,,,0
762,garage,1.0,,,0
763,door,1.0,,,0
764,locked,1.0,,,0
765,closed,1.0,,,0
766,worker,1.0,,,0
767,closer,1.0,,,0
768,😤,1.0,,,0
769,next,1.0,,,0
770,he’s,1.0,,,0
771,forcing,1.0,,,0
772,week,1.0,,,0
773,basically,1.0,,,0
774,trust,1.0,,,0
775,family,1.0,,,0
776,asleep,1.0,,,0
777,screw,1.0,,,0
778,homework,1.0,,,0
779,officially,2.0,,,0
780,won’t,1.0,,,0
781,hear,1.0,,,0
782,coming,1.0,,,0
783,hurt,1.0,,,0
784,heart,1.0,,,0
785,😔😔😔😔😭😭😭😭😭😔😔😔😔😔😔💔💔💔💔💔💔,1.0,,,0
786,🤨,1.0,,,0
787,understands,1.0,,,0
788,root,1.0,,,0
789,couldnt,1.0,,,0
790,hold,1.0,,,0
791,anymore,1.0,,,0
792,supporter,1.0,,,0
793,agianst,1.0,,,0
794,whatd,1.0,,,0
795,😬😬😬,1.0,,,0
796,hehe...yeah....,1.0,,,0
797,sory,1.0,,,0
798,",",1.0,,,0
799,.,1.0,,,0
800,np,1.0,,,0
801,slam,1.0,,,0
802,wall,1.0,,,0
803,anyday,1.0,,,0
804,baby,1.0,,,0
805,among,1.0,,,0
806,tahhahah,1.0,,,0
807,ruhuhuhhuhaa,1.0,,,0
808,lock,1.0,,,0
809,basement,1.0,,,0
810,escape,1.0,,,0
811,tie,1.0,,,0
812,chair,1.0,,,0
813,drain,1.0,,,0
814,juice,1.0,,,0
815,proceed,1.0,,,0
816,cut,1.0,,,0
817,throw,1.0,,,0
818,blender,1.0,,,0
819,pathetic,1.0,,,0
820,remains,1.0,,,0
821,https://www.tiktok.com/t/ztrtjs3hp/,1.0,,,0
822,fr,1.0,,,0
823,https://youtu.be/jgt6efqnidc,1.0,,,0
824,help,1.0,,,0
825,kid,1.0,,,0
826,malifeng,1.0,,,0
827,better,1.0,,,0
828,dry,1.0,,,0
829,looking,1.0,,,0
830,photo,1.0,,,0
831,somehow,1.0,,,0
832,ended,1.0,,,0
833,scrolling,1.0,,,0
834,dazai,1.0,,,0
835,pin,1.0,,,0
836,pinterest,1.0,,,0
837,lmakak,1.0,,,0
838,oshi,1.0,,,0
839,ko,1.0,,,0
